"Image","Chemical Name","CAS Number","Latest Process","PublicParticipation","Open forPublic Comments"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=5363377&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","(Z)-8-Dodecen-1-yl acetate","28079-04-1","Registered","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=44146448&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Cadmium, (benzenamine)bis(2-hydroxypropanoato-O1,O2)-","19651-91-3","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=91752&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Cadusafos","95465-99-9","Reregistration","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=24978&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Calcium chlorate","10137-74-3","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=24854&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Calcium chloride","10043-52-4","Registered","<img src=""cswu/r/files/static/v5Y/tick.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=21917771&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Calcium cyanamide","156-62-7","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=11590&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Calcium cyanide","592-01-8","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=14777&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Calcium hydroxide  (Ca(OH)2)","1305-62-0","Registration Review","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=24504&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Calcium hypochlorite","7778-54-3","Registration Review","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=14778&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Calcium oxide","1305-78-8","Registration Review","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=5463901&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Calcium oxytetracycline","7179-50-2","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=24456&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Calcium phosphate","7758-87-4","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=25523&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Calcium silicate","12168-85-3","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=24497&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Calcium sulfate","7778-18-9","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""cswu/r/files/static/v5Y/no_chem_image.jpg"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Calcium tetrathiocarbonate","","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=24964&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Calcium thiosulfate","10124-41-1","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=2537&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Camphor","76-22-2","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=9543187&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Camphor oil","8008-51-3","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""cswu/r/files/static/v5Y/no_chem_image.jpg"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Canadian balsam","8007-47-4","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""cswu/r/files/static/v5Y/no_chem_image.jpg"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Candida oleophila isolate I-182","","Registered","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""cswu/r/files/static/v5Y/no_chem_image.jpg"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Canola oil","120962-03-0","Registration Review","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=61081&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Capric diethanolamide","136-26-5","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=1548943&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Capsaicin","404-86-4","Registration Review","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=17038&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Captafol","2939-80-2","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=8606&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Captan","133-06-2","Registration Review","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""cswu/r/files/static/v5Y/no_chem_image.jpg"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Carbamic acid, ((4-methyl-1,3-phenylene)bis(iminocarbonyl-1H-benzimidazole-1,2-diyl))bis-, dimethyl ester","51543-98-7","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""cswu/r/files/static/v5Y/no_chem_image.jpg"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Bacillus thuringiensis subsp. israelensis strain EG2215","","Registration Review","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""cswu/r/files/static/v5Y/no_chem_image.jpg"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Bacillus thuringiensis subspecies kurstaki strain EG7841 Lepidopteran active toxin","","Registration Review","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""cswu/r/files/static/v5Y/no_chem_image.jpg"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Bacillus thuringiensis subsp. kurstaki strain EG7826","","Registration Review","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""cswu/r/files/static/v5Y/no_chem_image.jpg"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Bacillus thuringiensis var. kurstaki strain M-200 protein toxin","","Registered","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=7551&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Barban","101-27-9","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=10563&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Barium carbonate","513-77-9","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=24884193&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Barium metaborate   (Not selected for InertFinder)","13701-59-2","Registration Review","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=24414&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Barium sulfate","7727-43-7","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=5463849&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Basic copper chloride","1332-40-7","Registration Review","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=20308382&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Basic copper sulfate ","1344-73-6","Registration Review","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=11969483&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Basic copper zinc sulfate complex","55072-57-6","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""cswu/r/files/static/v5Y/no_chem_image.jpg"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Beauveria bassiana ATCC 74040","","Registration Review","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""cswu/r/files/static/v5Y/no_chem_image.jpg"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Beauveria bassiana strain 447","","Registration Review","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=2314&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Bendiocarb","22781-23-3","Reregistration","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=2319&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Benfluralin","1861-40-1","Registration Review","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=28780&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Benomyl","17804-35-2","Reregistration","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=54960&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Bensulfuron-methyl","83055-99-6","Registration Review","<img src=""cswu/r/files/static/v5Y/tick.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=12932&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Bensulide","741-58-2","Registration Review","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=2328&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Bentazon","25057-89-0","Registration Review","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=240&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Benzaldehyde","100-52-7","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=47445&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Benzamide, 2-chloro-N-(((4-(trifluoromethoxy)phenyl)amino)carbonyl)-","64628-44-0","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=6537963&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Benzamide, N-(((4-(((((4-chlorophenyl)cyclopropylmethylene)amino)oxy)methyl)phenyl)amino)carbonyl)-2,6-difluoro-","113036-88-7","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=71777&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Lufenuron","103055-07-8","Registered","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=20848&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Benzenamine, 4-(methylsulfonyl)-2,6-dinitro-N,N-dipropyl-","4726-14-1","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=241&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Benzene","71-43-2","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=727&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Benzene hexachloride gamma isomer of ------------------------------- % other isomers of ------------------------------ %","608-73-1","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=6295&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Benzene, 1,1'-(2,2-dichloroethylidene)bis(4-ethyl-","72-56-0","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=7127&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Methyleugenol","93-15-2","Reregistration","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=62071&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Benzene, 1-(8-methoxy-4,8-dimethyl(nonyl)-4-(1-methylethyl)-","53905-38-7","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=8815&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","p-Allylanisole","140-67-0","Registration Review","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""cswu/r/files/static/v5Y/no_chem_image.jpg"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Benzeneacetamide, 2-?(2,5-dimethylphenoxy)methylU-.alpha.-(methoxyimino)-N-methyl-","145451-07-6","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=6112114&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Kresoxim-methyl","143390-89-0","Registration Review","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=62255&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Benzeneacetic acid, 2,3,6-trichloro-, compd. with N-methylmethanamine","69462-13-1","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=3347&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Benzeneacetic acid, 4-chloro-.alpha.-(1-methylethyl)-, cyano(3-phenoxyphenyl)methyl ester, (R-R*,S*))-","66267-77-4","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=8478&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Benzenemethanaminium, N,N-dimethyl-N-(2-(2-(4-(1,1,3,3-tetramethylbutyl)phenoxy)ethoxy)ethyl)-, chloride","121-54-0","Reregistration","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=64772&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Denatonium saccharide","90823-38-4","Registration Review","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=14119&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Benzo(b)thiophene-4-ol, methylcarbamate","1079-33-0","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=2337&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Benzocaine","94-09-7","None","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
"<img src=""http://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?cid=243&loc=ec_rcs"" style=""border: 4px solid #CCC; -moz-border-radius: 4px; -webkit-border-radius: 4px;""/>","Benzoic acid","65-85-0","Registration Review","<img src=""cswu/r/files/static/v5Y/dash.png""/>","<img src=""cswu/r/files/static/v5Y/dash.png""/>"
